origin_country,destination_country,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,placement_status
UK,Finland,Computer Science,-0.9046156527407812,Yes,Job Opportunities,-0.01752018100621802,-0.6779222917533277,Student Visa,PSW,TOEFL,1.0313078176162593,0
UAE,USA,Arts,0.012629144451041506,No,Scholarship,-0.8245096160876465,1.4175726403583417,J1,Blue Card,PTE,0.007944068153509974,0
UAE,Ireland,Computer Science,-1.9048040710662764,No,Quality of Life,-0.8568546718523702,-1.028671153396591,J1,Blue Card,None,-2.3938099010449556,1
UK,USA,Social Sciences,1.8415435625244283,Yes,Quality of Life,2.352874118810803,2.0425598896311365,Study Permit,Post-Study Visa,PTE,0.45841308448694307,0
Canada,USA,Arts,0.016585793052658913,No,Higher Ranking,-0.011917375602592872,1.4252189779967972,Student Visa,Blue Card,None,-2.480129314484379,0
USA,Germany,Medicine,0.004943663689860061,No,Higher Ranking,0.7538168492855718,-0.71516824960859,Schengen Student Visa,OPT,PTE,0.14573692584885461,1
UK,South Africa,Engineering,-1.9238890432902298,Yes,Higher Ranking,-2.317030131769129,-1.0305470052268786,Tier 4,OPT,None,-2.4369259405588295,1
Russia,Ireland,Arts,0.9555045048902405,No,Scholarship,0.025356776669379664,-1.7190847009366979,Study Permit,PSW,IELTS,0.5807389060117722,0
Ireland,UK,Law,-0.019167467278837988,No,Quality of Life,-0.7681676130321903,-2.0232127078557762,F1,Blue Card,Duolingo,-0.1905045507690048,0
Ireland,Canada,Social Sciences,-1.8170227654982125,No,Scholarship,-0.825467455497038,-0.2512483578714843,J1,Work Permit,IELTS,-0.21415148694621325,1
South Africa,Finland,Engineering,-0.053072305136864985,Yes,Higher Ranking,-0.7002335512753536,-0.4701940741509787,J1,Work Permit,None,-2.50116923326579,1
India,Russia,Engineering,0.9822058261209853,No,Political Stability,1.5043917529440514,-0.7523390769975067,Student Visa,Post-Study Visa,IELTS,0.20713727784087468,0
Russia,UAE,Medicine,0.883063652172099,Yes,Job Opportunities,1.5838615270711243,1.7141509150176923,Study Permit,Post-Study Visa,PTE,1.0466523106336445,1
Germany,Canada,Medicine,-1.8646590962734524,No,Scholarship,-2.3526158845916356,0.2583573472675741,J1,Blue Card,TOEFL,-2.4920832676996167,1
UAE,Ireland,Medicine,-0.9065541823041657,No,Quality of Life,-0.8270418119516247,-1.0532873680056676,Study Permit,OPT,PTE,0.6714804516918413,1
USA,Germany,Law,0.941599703012545,Yes,Political Stability,1.550712673104708,-0.9227687001752609,J1,Post-Study Visa,IELTS,0.08378129473520496,1
Russia,Finland,Medicine,0.8119092224286207,Yes,Job Opportunities,0.7727170286107783,2.189596258965122,Study Permit,Blue Card,PTE,1.1220648553033066,0
Ireland,UK,Engineering,-1.8251426896651477,No,Political Stability,-1.6667353182019669,-1.8279991924306507,Tier 4,OPT,Duolingo,0.7432717813234041,0
Ireland,Germany,Computer Science,1.7929951453958692,Yes,Political Stability,0.7340567562263577,-1.1370381611307376,Student Visa,Post-Study Visa,IELTS,0.33103494058687916,0
Germany,India,Medicine,0.8331882003793549,No,Quality of Life,0.6995084596678568,-1.1496412998271306,F1,Blue Card,IELTS,0.024944746512167396,0
South Africa,Finland,Arts,0.95778656906811,No,Higher Ranking,0.723056748759309,1.072867245083551,Tier 4,Post-Study Visa,PTE,0.7832993922390142,1
Canada,UK,Medicine,-0.9334675311518834,Yes,Higher Ranking,-1.5426310592284278,2.3095431838081923,J1,Post-Study Visa,IELTS,1.260108999703604,0
South Africa,Ireland,Law,-1.901243365061293,Yes,Political Stability,-1.651705493970954,-2.0637978195683657,Tier 4,PSW,Duolingo,0.21067300553287038,1
Ireland,South Africa,Arts,0.9694733747252766,No,Job Opportunities,-0.07393137540643732,0.9168365701450046,Study Permit,Blue Card,Duolingo,0.1404707386028521,1
Finland,Ireland,Law,-0.8802031279178176,No,Scholarship,-1.5225811988064482,-2.139733473601534,Schengen Student Visa,Work Permit,IELTS,0.8089303549837268,0
Russia,Finland,Medicine,-1.8695157594117504,Yes,Job Opportunities,-2.3562592179645687,-1.150261378030766,J1,Work Permit,IELTS,1.0188562168839181,1
Finland,Germany,Arts,-0.03545421297069259,No,Higher Ranking,-0.8302857162504932,0.7712600956530715,F1,Post-Study Visa,Duolingo,0.7374017155580264,1
Ireland,South Africa,Medicine,-0.9875639722281706,No,Higher Ranking,-0.7312072933947817,-1.7840671036687858,Student Visa,Post-Study Visa,None,-2.485272169581917,1
Finland,Ireland,Engineering,-0.033379771087638295,No,Quality of Life,-0.817500812576905,2.137277118817891,Tier 4,Work Permit,Duolingo,1.213766527052184,0
Russia,South Africa,Social Sciences,0.8189358793875939,No,Political Stability,1.5100428490840054,0.19558502727331484,J1,Work Permit,TOEFL,-0.23031759623968823,1
India,UAE,Computer Science,-0.9287158980398307,Yes,Higher Ranking,-1.5575744497039163,-0.704175903751041,Student Visa,Post-Study Visa,Duolingo,1.1264587934916972,0
South Africa,Germany,Business,0.7992561133384444,No,Scholarship,1.5751788758597287,-1.7187240875672842,F1,Blue Card,IELTS,-2.6036236451169965,0
USA,South Africa,Arts,1.8314717869425345,No,Higher Ranking,0.7378822049894319,-2.1346979874882677,J1,Post-Study Visa,PTE,-0.030775335970393277,0
UK,South Africa,Engineering,-0.023364151202448752,No,Political Stability,-0.020492077486412456,2.1076767300163555,F1,PSW,PTE,0.00199186046108539,1
USA,India,Social Sciences,-1.7942479203726531,Yes,Quality of Life,-0.8035770624557931,1.7600446909730667,Tier 4,Post-Study Visa,PTE,1.0156575202544895,1
Canada,India,Computer Science,1.7688360860614525,Yes,Scholarship,2.351746364681848,-0.5783418266232239,F1,PSW,None,-2.480358032923433,1
South Africa,UAE,Law,1.7796074105749318,No,Higher Ranking,1.4768282727781283,-1.5811335609875659,Schengen Student Visa,PSW,TOEFL,-0.06997571295447035,1
Canada,South Africa,Arts,-1.9474990661832225,No,Scholarship,-0.7790493736220058,-1.921651297949528,Study Permit,Post-Study Visa,TOEFL,0.8979636817427411,1
Finland,Canada,Medicine,0.004048621074028322,Yes,Scholarship,-0.08267048011398147,0.10483121697434529,Study Permit,Work Permit,PTE,1.3409253414359288,0
Russia,South Africa,Social Sciences,1.763882825363823,No,Higher Ranking,0.6836326240858188,-0.8524536462538578,Student Visa,OPT,Duolingo,0.36866712919231265,1
USA,Canada,Law,-0.8715769386403808,No,Political Stability,0.02593989388813855,0.7172806407039517,Schengen Student Visa,PSW,TOEFL,1.3206352189446489,0
USA,India,Law,1.8163264304676876,Yes,Higher Ranking,0.8575349543742649,-0.478666952315946,Tier 4,PSW,IELTS,0.9667257099816978,1
UAE,Canada,Medicine,1.8117312155753529,Yes,Higher Ranking,1.4751644980685317,0.8803824864686592,J1,Work Permit,IELTS,-2.416398689601179,1
South Africa,UK,Business,-1.8968941555589292,Yes,Job Opportunities,-0.8671501774191924,-1.5315060170706385,Study Permit,Post-Study Visa,PTE,0.15241402949742625,1
Germany,Finland,Natural Sciences,0.020888491252374068,Yes,Political Stability,-0.032952689933367155,-2.0341555184292255,Study Permit,OPT,TOEFL,-2.512314080224457,0
USA,Canada,Natural Sciences,-1.830156981114465,No,Higher Ranking,-2.33702970525173,0.6600373347961541,F1,PSW,PTE,1.1812192875222798,0
UK,Finland,Computer Science,-1.7998554985521567,Yes,Job Opportunities,-1.49589564048873,1.4510054124917746,Study Permit,OPT,IELTS,0.5960574315694943,0
Germany,UAE,Medicine,-0.015755333738417473,Yes,Quality of Life,0.7272882304326516,-2.133601285990226,Study Permit,PSW,Duolingo,1.3339120380101963,1
Ireland,Russia,Social Sciences,-1.0721514690037253,No,Political Stability,-0.002655849142302699,-0.003510215542328242,F1,Blue Card,TOEFL,-0.11673169235781312,1
Russia,Finland,Engineering,-1.8346245135599522,No,Job Opportunities,-2.3447878220139513,1.3660752964371925,F1,PSW,PTE,1.2729273878342533,0
South Africa,India,Business,-0.06345187413529389,No,Political Stability,-0.011878581177498411,0.9026779344047137,Study Permit,OPT,IELTS,0.1765115362588415,0
Canada,Russia,Business,1.9093893072016845,No,Quality of Life,2.3348327454888342,-0.9789842983906797,Study Permit,Work Permit,PTE,0.09951369479029099,0
Russia,Germany,Engineering,0.060205288835677724,No,Scholarship,0.035150643660658024,0.15788732923054144,F1,Blue Card,PTE,0.8925215020437297,1
UK,South Africa,Social Sciences,0.9267521380096425,Yes,Higher Ranking,-0.08264102696999112,2.1086539747381945,Schengen Student Visa,Blue Card,None,1.1859706127639755,0
South Africa,Ireland,Social Sciences,0.022548806948036577,No,Higher Ranking,-0.07786114987370867,-1.5893817073544998,J1,OPT,PTE,1.3786232884475025,0
Russia,Finland,Computer Science,0.9430672345232282,Yes,Quality of Life,1.57218793362243,0.07774689179962573,Study Permit,Blue Card,IELTS,0.571384775140391,0
Finland,India,Natural Sciences,0.0712778754755889,Yes,Quality of Life,-0.7537954913986784,-0.8056376832959893,J1,Blue Card,IELTS,0.08521045869886935,1
Germany,Russia,Arts,-1.8523750197983753,Yes,Scholarship,-2.382114331439456,1.5899282441236358,Tier 4,PSW,PTE,-0.13537106620429304,0
Finland,UAE,Natural Sciences,1.801404323930742,Yes,Job Opportunities,0.7524185088780072,1.402454480927132,Study Permit,Work Permit,Duolingo,0.11362582076953345,0
Russia,Ireland,Computer Science,-0.8750985736368029,Yes,Political Stability,-1.60182763797986,-0.4086618517342722,Student Visa,Blue Card,IELTS,-0.24013505952494132,0
Finland,Germany,Computer Science,0.9216824279126317,Yes,Job Opportunities,0.8361813796345026,0.05728500799894099,Schengen Student Visa,Work Permit,None,-2.5157365354518686,1
USA,Finland,Medicine,-1.7781865583162098,Yes,Higher Ranking,-0.7584024061436339,-1.066866521833371,Schengen Student Visa,PSW,None,-0.3453558573885758,0
Russia,South Africa,Law,1.8139198976761721,Yes,Higher Ranking,0.7474881138369649,-2.051881865713831,Study Permit,Post-Study Visa,IELTS,1.0306118135886628,1
South Africa,Finland,Business,0.9148381572171199,No,Political Stability,1.510066688275035,2.144721337344901,Student Visa,PSW,Duolingo,1.0949085927327002,1
South Africa,India,Arts,0.8735095996994399,Yes,Job Opportunities,1.5426932784096905,1.2021786159604912,Tier 4,Blue Card,TOEFL,-0.0566988012492803,1
Ireland,Russia,Computer Science,-1.810078670636794,Yes,Higher Ranking,-1.5253961883174292,0.32217564562294565,J1,PSW,None,1.1943966305985223,1
UAE,Germany,Social Sciences,-0.026355749803176877,Yes,Job Opportunities,0.8166423089883792,0.5110849920896573,Tier 4,Blue Card,PTE,-2.459864061213723,0
Germany,Ireland,Computer Science,-1.8884074632251662,No,Job Opportunities,-1.6227500732961608,1.876558974220686,Student Visa,Work Permit,None,1.1350644479395762,1
India,South Africa,Social Sciences,-0.0008717346820453047,No,Quality of Life,-0.01678243368972193,-2.184701645721867,F1,Post-Study Visa,TOEFL,0.49268506406273205,1
UAE,UAE,Law,-1.7783367476258263,No,Quality of Life,-0.7880989604028701,1.0977898825012915,Schengen Student Visa,OPT,IELTS,-0.08625203989888296,0
UK,Germany,Law,0.887411694084111,Yes,Quality of Life,1.5786490551594794,-2.1767272748283886,Schengen Student Visa,Post-Study Visa,PTE,-2.5523504014317693,0
India,Ireland,Natural Sciences,-0.9380718362273384,No,Quality of Life,-0.8753236622429807,-1.3979360058150434,Schengen Student Visa,OPT,TOEFL,1.042825239427947,1
UAE,UAE,Social Sciences,-1.8438777233218249,Yes,Quality of Life,-2.362233107990607,0.1331795996275539,J1,Blue Card,None,-2.431962984375276,1
Germany,Canada,Computer Science,-0.048451519845784524,Yes,Job Opportunities,-0.0046679486603494035,-0.9742573553060875,Tier 4,PSW,Duolingo,1.1235044314531386,0
Finland,UAE,Engineering,1.8099990593715682,No,Higher Ranking,1.572577654433254,-0.20982943479212987,Tier 4,Blue Card,TOEFL,0.25825630702259583,0
USA,Canada,Engineering,1.728069042755853,Yes,Higher Ranking,0.7147823779068216,0.6587222009166953,F1,PSW,PTE,1.1651518480609726,0
USA,Russia,Business,-1.0260006452779764,Yes,Quality of Life,-0.8224926231063129,-1.7353696082356114,Tier 4,Work Permit,IELTS,0.34672784753510644,1
USA,Germany,Law,-0.9267613774105197,No,Quality of Life,-1.6397917886159987,1.102918282944528,Student Visa,Blue Card,IELTS,-0.143454477986931,1
UAE,Ireland,Natural Sciences,1.7958121522681771,Yes,Higher Ranking,0.771068533460296,0.6552808067882854,Tier 4,OPT,TOEFL,-0.1682786095190031,0
USA,Finland,Medicine,0.019146204367860672,Yes,Political Stability,-0.7706034703237225,-2.184975758493182,Study Permit,OPT,IELTS,0.6036538085523043,1
Ireland,Germany,Arts,0.04762778386907958,Yes,Scholarship,-0.07759989496491454,-1.4049026954533508,Student Visa,Blue Card,TOEFL,0.02991017417881564,1
Russia,Canada,Social Sciences,-1.8994831728708377,No,Quality of Life,-2.3981985751566453,2.0776847724749548,F1,PSW,Duolingo,1.5772180797645277,1
India,Russia,Computer Science,-0.09561454459839801,No,Political Stability,-0.7646947845849654,1.0774836302600725,F1,OPT,None,1.1700034641909745,0
UK,USA,Social Sciences,-1.8189634075788301,Yes,Scholarship,-0.826927618938911,0.9399185893149488,Schengen Student Visa,PSW,None,-2.4916067645028264,1
UAE,India,Engineering,1.7571781667054147,No,Job Opportunities,0.8439116105686912,0.8287041044265456,J1,Work Permit,IELTS,-0.13709345921001984,1
USA,UK,Computer Science,0.03417544581945465,Yes,Higher Ranking,0.7249384630454431,-2.0992524310388427,Schengen Student Visa,Work Permit,IELTS,0.6244897423369795,1
UK,Germany,Social Sciences,-1.8781950035871946,Yes,Quality of Life,-2.441671074057488,0.06631653720052089,Schengen Student Visa,Post-Study Visa,Duolingo,0.5270892993348997,0
UK,Russia,Computer Science,0.9016692222038154,Yes,Quality of Life,0.6509203909162051,-1.4151124968814845,F1,Blue Card,Duolingo,-0.11146713178258966,1
South Africa,Finland,Social Sciences,0.8527641683321172,Yes,Scholarship,1.5511653296329535,-0.7589423463909327,Schengen Student Visa,Work Permit,None,-2.51121569890301,1
Canada,Canada,Engineering,0.004797856401578185,No,Quality of Life,0.02748484250288483,0.7753242928157189,Student Visa,OPT,None,-2.511658469704361,0
UAE,UK,Medicine,0.016674197379527023,Yes,Quality of Life,0.019067093669345527,1.339616814616379,J1,PSW,TOEFL,-2.514482699868558,1
UAE,India,Medicine,0.9313456010473917,No,Higher Ranking,-0.027555839212104596,-1.894367903965933,F1,Blue Card,IELTS,0.7936614071089934,0
India,Canada,Law,0.9492369308136919,No,Higher Ranking,-0.1093128598374281,-1.1713004069862747,J1,Work Permit,TOEFL,0.9864407373214771,1
UK,Ireland,Arts,0.044499536083227355,Yes,Higher Ranking,-0.056539228523796475,1.902748275726169,F1,PSW,Duolingo,0.8031485729666976,0
Germany,USA,Medicine,-0.04955567797199457,Yes,Job Opportunities,-0.8346824006828021,1.5682726332395007,Tier 4,Post-Study Visa,IELTS,0.4912972890965702,0
Canada,Russia,Arts,1.8130988285973082,No,Scholarship,0.699819197057615,-1.182070617623309,F1,Post-Study Visa,PTE,1.4267399458791994,0
UK,Finland,Business,-0.9309592775409283,Yes,Higher Ranking,-0.9000473671757091,1.9581778367916247,Schengen Student Visa,Post-Study Visa,PTE,0.37531592640043077,1
UAE,Ireland,Medicine,1.8490272983759695,Yes,Quality of Life,2.3452465578612722,0.5446703218913892,Study Permit,OPT,TOEFL,1.5006533239187787,1
South Africa,USA,Social Sciences,0.9173957518913833,No,Higher Ranking,-0.049313701376060254,-1.244502779172579,Student Visa,Post-Study Visa,IELTS,0.48400988972098025,1
USA,Germany,Engineering,-1.866895226875446,Yes,Political Stability,-2.3777349547484525,-1.0186494803196837,F1,Post-Study Visa,None,-2.5123097047651575,1
Russia,Ireland,Computer Science,1.7778464123473374,No,Higher Ranking,2.3436887087793656,-0.3447416283493623,J1,Post-Study Visa,None,-2.507836628056339,0
Canada,Ireland,Business,0.9583576866670752,Yes,Political Stability,0.040269421612815784,-1.5882373812559067,Student Visa,Blue Card,Duolingo,1.454121010141608,1
Germany,India,Business,1.8248870252917513,Yes,Job Opportunities,1.4576473944516555,-0.22944865551106827,Study Permit,Post-Study Visa,IELTS,-0.2418035555668806,1
South Africa,USA,Computer Science,0.8506537860465803,No,Job Opportunities,0.8177233389887747,-1.4144526297091997,Student Visa,Blue Card,Duolingo,-2.489857396972774,1
South Africa,USA,Engineering,-0.9493591778594168,Yes,Job Opportunities,-0.08412943770463066,2.0835572045910404,Schengen Student Visa,OPT,None,0.8326816966820063,0
India,UAE,Natural Sciences,0.8464469059351092,No,Political Stability,-0.0530395648123724,-0.8274489671181543,F1,Post-Study Visa,PTE,-0.0380709208589046,0
Finland,USA,Engineering,-1.975891252181544,Yes,Higher Ranking,-2.3860182494454407,-1.352938690749879,J1,Work Permit,TOEFL,1.1079271524143683,0
Canada,USA,Computer Science,-0.9263405352329115,No,Quality of Life,-1.5124234934278744,2.0466451442069027,J1,Work Permit,TOEFL,0.4900676588537343,0
Germany,UAE,Medicine,0.8495962521910642,No,Political Stability,0.6853524462190538,-0.46883160920484657,Schengen Student Visa,Blue Card,PTE,1.4939119385296766,1
Ireland,Germany,Social Sciences,-0.946264714210832,Yes,Job Opportunities,-1.5535560794082066,0.47627880073533174,J1,Post-Study Visa,Duolingo,0.6622742878208204,1
Ireland,USA,Computer Science,0.8722007817533252,No,Scholarship,-0.0330460265141862,-1.3975077900432904,F1,Blue Card,PTE,1.167060455441673,0
Ireland,UK,Engineering,0.9304602791341618,Yes,Higher Ranking,0.033009985311556925,0.7608524558958434,Student Visa,Blue Card,None,-2.4841110280561596,1
Finland,UAE,Computer Science,0.030461696018353628,Yes,Job Opportunities,-0.7581465612631544,-1.7828292732281628,J1,Work Permit,PTE,0.141432192948482,1
Canada,India,Business,-0.06007044023409303,Yes,Scholarship,-0.03750569180831853,0.6591873878488077,Study Permit,Work Permit,PTE,0.724522855660012,0
Ireland,Germany,Social Sciences,0.9588516320742229,Yes,Political Stability,0.0028813186735356343,-1.7289050603703393,Schengen Student Visa,Post-Study Visa,IELTS,0.7914918391908551,1
UK,Germany,Computer Science,0.9786619692037397,Yes,Job Opportunities,0.6380993009317348,-1.279919965239818,F1,Work Permit,TOEFL,0.7062487211464626,1
Canada,UAE,Social Sciences,-0.053665588628566845,Yes,Scholarship,-0.8434514203979582,-1.1417454202047082,Student Visa,Work Permit,TOEFL,-2.527835286094002,0
India,UK,Computer Science,0.9153427464756095,Yes,Job Opportunities,1.6085640763210873,1.8954055779453025,F1,Work Permit,Duolingo,0.356983871510339,1
Russia,India,Computer Science,-0.929504138025657,No,Scholarship,-0.0628702762895012,-1.4711602591866766,Student Visa,Blue Card,None,-2.5378562732047683,1
India,USA,Arts,0.9102665754090347,Yes,Quality of Life,1.507815129900041,-1.554923164377047,J1,PSW,None,-2.4803234432020385,0
Germany,Russia,Natural Sciences,1.8462456103039555,No,Quality of Life,2.258622949918626,1.6321994452659294,Tier 4,Work Permit,Duolingo,-0.16406203460318863,0
UK,South Africa,Arts,-1.9134032921980768,No,Political Stability,-1.6264608213824339,-2.1246882401592226,J1,Blue Card,PTE,1.060014007145042,0
